Item No.,Location Code,Description,Category,Subcategory,On_Hand_Display,Stock_Value,Last Posting Date,Status,Days Dormant
9851-W,LD-CUT-003,Status Pocket Modular Holder - W,MODULAR,STATUS,4899,182292.14,27-10-2025,Slow-Moving,89
SFG-23116-DEL-W,LF-DEL-01,,SFG,,6972,181826.96,12-11-2025,Slow-Moving,73
3276-W,LD-GWA-010,Regency Musical Chime - W,SUPPORTED,VALUE,1143,181444.57,31-10-2025,Slow-Moving,85
19532-G,LF-VAS-006,Estella MCB 32A DP (Grey) - G,MODULAR,ESTELLA,986,181430.0,18-09-2025,Slow-Moving,128
18066-W,LW-GHA-59,Estella Universal Socket 6/16A with Shutter - W,MODULAR,ESTELLA,3154,181065.23,30-09-2025,Slow-Moving,116
7400-BK,IN_TRANSIT,ECO - FR Wires 4.00 Sq.mm. 90mtr 1100V PVC Ins. H.V. Ind. Cable - BK,WIRE,ECO-FR,89,181045.73,08-11-2025,Slow-Moving,77
MCB-208,LF-DEL-01,Copper Wire (11 No. -  63A)  -  Common,MCB,,146,181016.24,15-10-2025,Slow-Moving,101
3196-W,IN_TRANSIT,,NON-MODULAR,GOLD,3200,180531.19999999998,12-11-2025,Slow-Moving,73
3196-W,LD-CUT-003,,NON-MODULAR,GOLD,3180,180305.54,10-11-2025,Slow-Moving,75
MCB-3904,LF-DEL-01,,FG,,356,180115.0,12-11-2025,Slow-Moving,73
MLWM-2406-K,LF-AND-28,Deluxe Surf DP Knob (PC)  -  With Material,MOULDING WITH MTRL,,63038,180112.64,06-11-2025,Slow-Moving,79
18066-W,LF-HAR-G1,Estella Universal Socket 6/16A with Shutter - W,MODULAR,ESTELLA,3099,179964.68,11-11-2025,Slow-Moving,74
9366-W,LD-CEN-003,Status Mini Dimmer - W,MODULAR,STATUS,2020,179856.36,27-09-2025,Slow-Moving,119
9506-W,LD-ZIR-028,Status Universal Socket 6/16A - W,MODULAR,STATUS,2960,179811.03,12-11-2025,Slow-Moving,73
2196-MW,IN_TRANSIT,Diamond Pendant Holder - MW,SUPPORTED,VALUE,12831,179566.14,13-11-2025,Slow-Moving,72
22041-G,LD-PAT-021,Status Universal Socket 6/16A (Grey) - G,MODULAR,STATUS - GREY ACC,1930,179261.09000000003,14-10-2025,Slow-Moving,102
2041-W,IN_TRANSIT,Sharp Safety Single Line Tester - W,SUPPORTED,ALLIED,12335,179098.37,13-11-2025,Slow-Moving,72
5263-W,IN_TRANSIT,TripRite R.C.C.B 63A D.P. (30mA) - W,MCB,TRIPRITE MCB,369,179062.58000000002,11-11-2025,Slow-Moving,74
2516-MW,LF-HAR-E57,,SUPPORTED,VALUE,7540,179046.0,12-11-2025,Slow-Moving,73
2406-MW,LD-CUT-003,,NON-MODULAR,GOLD,2520,178346.9,13-11-2025,Slow-Moving,72
POP-8477,LF-AND-28,,POP,,547,178155.28,07-11-2025,Slow-Moving,78
C-118,LF-HAR-E57,"D Type 16A 1w Zula (0.70mm Brass) with Bimetal Rivet 0.4mm Silver, With Notch (Copper Plating)",CUTTING,,350,177650.81,06-10-2025,Slow-Moving,110
16251-CL,LW-BHI-58,Skylight 50W LED Max Lens type Street Light - CL,LIGHTING,SKYLIGHT LED,81,177500.13,16-10-2025,Slow-Moving,100
2391-MW,IN_TRANSIT,Ring Angle Holder - MW,SUPPORTED,VALUE,11042,177434.25,13-11-2025,Slow-Moving,72
1621-MW,IN_TRANSIT,Gold 3 Pin Socket 6A - MW,NON-MODULAR,GOLD,12685,177394.63,12-11-2025,Slow-Moving,73
24112-W,IN_TRANSIT,,MCB,ASSURE MCB,282,177330.82,10-11-2025,Slow-Moving,75
4501-W,IN_TRANSIT,Marvel Ding Dong Bell - W,SUPPORTED,VALUE,3479,177309.7,13-11-2025,Slow-Moving,72
MCB-049,LF-DEL-01,Bushing Screw For Triprite Mcb,MCB,,426648,177096.64,13-11-2025,Slow-Moving,72
9376-W,LD-JAB-013,,MODULAR,STATUS,197,177083.99,06-11-2025,Slow-Moving,79
3116-W,LD-MEE-019,TripRite C - MCB 16A SP - W,MCB,TRIPRITE MCB,2173,177047.66999999998,05-11-2025,Slow-Moving,80
3276-W,LD-PAT-021,,SUPPORTED,VALUE,1400,176359.61,12-11-2025,Slow-Moving,73
2251-W,LD-RAI-022,,NON-MODULAR,GOLD,1962,176316.4,12-11-2025,Slow-Moving,73
FG-6608,LF-VAS-006,,FG,,3360,176131.19999999998,13-11-2025,Slow-Moving,72
3232-W,LF-DEL-01,,MCB,TRIPRITE MCB,1237,175568.12,12-11-2025,Slow-Moving,73
PK-1557,LF-HAR-E57,Master Ctn  -  Job No.1 / Wawa,PACKAGING,,1281,175346.37,30-10-2025,Slow-Moving,86
B-006,MAN-0089,Uni 8x9 (16A Soc) With SS Scre,BRASS,,65,175089.6,11-11-2025,Slow-Moving,74
1204-W,LD-CUT-003,,MODULAR,STATUS,3308,174901.26,31-10-2025,Slow-Moving,85
10712-W,LD-PAT-021,,MODULAR,STATUS,2170,174831.8,10-11-2025,Slow-Moving,75
25015-W,LF-DEL-01,Assure ACCL 30A/15A SPN  - W,MCB,ASSURE MCB,142,174672.21,01-09-2025,Slow-Moving,145
9536-W,IN_TRANSIT,Status Combo USB Charger Socket 2.2A - W,MODULAR,STATUS,1216,174517.35,13-11-2025,Slow-Moving,72
PK-O-9506,LF-AND-28,,PACKAGING,,15291,174248.65,12-11-2025,Slow-Moving,73
16307-CL,IN_TRANSIT,Skylight 7W LED Galaxy Concealed Light - CL,LIGHTING,SKYLIGHT LED,3691,174077.21,13-11-2025,Slow-Moving,72
9616-W,LD-JAB-013,,MODULAR,STATUS,1602,173952.48,28-10-2025,Slow-Moving,88
3263-W,IN_TRANSIT,TripRite C - MCB 63A DP - W,MCB,TRIPRITE MCB,855,173862.51,11-11-2025,Slow-Moving,74
18066-W,LD-PAT-021,Estella Universal Socket 6/16A with Shutter - W,MODULAR,ESTELLA,1831,173841.66999999998,11-11-2025,Slow-Moving,74
B-116,RRM-1541,3pin soc brass part with SS Sc,BRASS,,205,173598.27000000002,13-11-2025,Slow-Moving,72
6712-W,LD-PAT-021,,MODULAR,MODULAR BOXES,2590,173246.72,31-10-2025,Slow-Moving,85
10304-W,LF-HAR-E57,,MODULAR,STATUS,5220,172819.7,12-11-2025,Slow-Moving,73
2836-W,IN_TRANSIT,Melody Ding Dong Bell - W,SUPPORTED,VALUE,2885,172742.38,13-11-2025,Slow-Moving,72
B-008,LF-SIL-017,,BRASS,,266,172620.0,11-11-2025,Slow-Moving,74
17609-CL,LD-PAT-021,,LIGHTING,SKYLIGHT LED,6400,172451.74,03-11-2025,Slow-Moving,82
6604-W,IN_TRANSIT,Metal Concealed Box 4M - W,MODULAR,MODULAR BOXES,5705,171751.49,13-11-2025,Slow-Moving,72
21132-W,LF-HAR-E57,Teron MCB 32A SP - W,MODULAR,TERON,1320,171726.29,12-11-2025,Slow-Moving,73
D-C-9381,LF-AND-28,,DIMMER,,1270,171500.0,29-10-2025,Slow-Moving,87
SFG-19066,LF-VAS-006,SFG  - Estella Universal Socket 6/16A (with Shutter) (Grey),SFG,,2640,171493.47,13-11-2025,Slow-Moving,72
MCB-5463,LF-DEL-01,,MCB,,361,171475.0,12-11-2025,Slow-Moving,73
22036-G,LD-DHA-007,Status 3 Pin Socket 6A (Grey) - G,MODULAR,STATUS,5580,171439.3,10-11-2025,Slow-Moving,75
22036-G,LD-LUC-017,Status 3 Pin Socket 6A (Grey) - G,MODULAR,STATUS,3801,171439.3,09-10-2025,Slow-Moving,107
5150-BL,IN_TRANSIT,,WIRE,TRISAFE+,149,171163.75,12-11-2025,Slow-Moving,73
MCB-5225,LF-DEL-01,SFG Triprite RCCB 25A DP 30mA,MCB,,488,171138.91999999998,12-11-2025,Slow-Moving,73
5400-R,IN_TRANSIT,Trisafe+ Wires 4.00 Sq.mm. 90mtr 1100V PVC Ins. H.V. Ind. Cable - R,WIRE,TRISAFE+,76,170855.55,13-11-2025,Slow-Moving,72
16436-CL,LD-RIS-23A,,LIGHTING,SKYLIGHT LED,750,170793.12,31-10-2025,Slow-Moving,85
16012-CL,LD-CUT-012,,LIGHTING,SKYLIGHT LED,1155,170719.96,24-10-2025,Slow-Moving,92
MLWM-4276-S,MOH-2120,Novel 2pin Top Bottom Set  -  ,MOULDING WITH MTRL,,65296,170715.45,08-11-2025,Slow-Moving,77
16409-CLPGB,LD-CUT-012,Skylight 8+8W LED Galaxy Double Colour Concealed Light - CLPGB,LIGHTING,SKYLIGHT LED,1409,170637.74000000002,11-10-2025,Slow-Moving,105
18091-W,IN_TRANSIT,Estella Blue Led Indicator - W,MODULAR,ESTELLA,5421,170327.14,13-11-2025,Slow-Moving,72
C-015,LF-HAR-E57,Wawa 16A Dolly,CUTTING,,310,170281.91,29-10-2025,Slow-Moving,87
MCB-215,LF-DEL-01,,MCB,,88,170156.25,10-11-2025,Slow-Moving,75
9001-MW,IN_TRANSIT,Wawa 1 Way Switch 6AX - MW,NON-MODULAR,WAWA,29906,169799.78,13-11-2025,Slow-Moving,72
2251-MW,LD-MEE-019,Gold Combine 6/16A with Box & Ind. - MW,NON-MODULAR,GOLD,669,169622.46,12-11-2025,Slow-Moving,73
2251-W,LD-DHA-007,,NON-MODULAR,GOLD,2101,169535.0,12-11-2025,Slow-Moving,73
14216-W,IN_TRANSIT,Platinum Line 1 Way Switch 20A - W,MODULAR,PLATINUM,3258,169443.0,13-11-2025,Slow-Moving,72
1203-W,IN_TRANSIT,Smartwood 3M Plate - W,MODULAR,STATUS,4800,169411.91999999998,10-11-2025,Slow-Moving,75
6812-W,LF-HAR-E57,,MODULAR,MODULAR BOXES,455,168905.1,12-11-2025,Slow-Moving,73
9451-W,LD-CUT-003,Status Motor Starter 25A - W,MODULAR,STATUS,1200,168483.74,13-10-2025,Slow-Moving,103
MLWM-9316-P-HAR,GEM-1444,Status 3pin Socket Plate - Wit,MOULDING WITH MTRL,,52359,168480.0,11-11-2025,Slow-Moving,74
9326-W,LF-HAR-E57,Status Neon Indicator - W,MODULAR,STATUS,28500,168381.6,12-11-2025,Slow-Moving,73
5250-R,LD-RIS-23A,Trisafe+ Wires 2.50 Sq.mm. 90mtr 1100V PVC Ins. H.V. Ind. Cable - R,WIRE,TRISAFE+,86,168038.40000000002,31-10-2025,Slow-Moving,85
1986-W,LD-RAI-022,Deluxe Plug Top 6A - W,SUPPORTED,VALUE,6618,167900.63,27-10-2025,Slow-Moving,89
PK-O-9366,LF-HAR-E57,Status Regulator Size Common Outer,PACKAGING,,657,167844.72,20-09-2025,Slow-Moving,126
6602-W,IN_TRANSIT,,MODULAR,MODULAR BOXES,8320,167491.49000000002,13-11-2025,Slow-Moving,72
B-071,PLA-416,Holder Small Fix Part (4 Parts,BRASS,,601,167251.12,10-11-2025,Slow-Moving,75
9441-W,LF-HAR-E57,Broad Bell Push 6AX - W,MODULAR,STATUS,4800,167232.0,01-09-2025,Slow-Moving,145
OTH-161,LF-HAR-E57,,OTHER RM,,757720,167202.0,10-11-2025,Slow-Moving,75
26300-W,LF-DEL-01,Assure MCCB 100A FP - W,MCB,ASSURE MCB,109,167080.65,01-09-2025,Slow-Moving,145
MLWM-9506-B,LF-AND-28,,MOULDING WITH MTRL,,32051,167077.57,12-11-2025,Slow-Moving,73
C-089,LF-SIL-017,Kit Kat Fuse Part set (Pair),CUTTING,,150,167065.0,12-11-2025,Slow-Moving,73
MIX-215,LF-HAR-E57,Evo Bond (Fevikwik),MIX,,8352,167040.0,07-10-2025,Slow-Moving,109
7150-WH,LF-HAR-E57,ECO - FR Wires 1.50 Sq.mm. 90mtr 1100V PVC Ins. H.V. Ind. Cable - WH,WIRE,ECO-FR,63,166523.82,06-10-2025,Slow-Moving,110
1986-MW,LD-HUB-029,Deluxe Plug Top 6A - MW,SUPPORTED,VALUE,4761,166369.2,11-11-2025,Slow-Moving,74
B-015,SHA-712,,BRASS,,240,165892.22999999998,12-11-2025,Slow-Moving,73
16600-CL,LD-CUT-012,Skylight 100W LED Flash Lens Type Flood Light - CL,LIGHTING,SKYLIGHT LED,130,165853.84,22-10-2025,Slow-Moving,94
21116-W,LF-HAR-E57,Teron MCB 16A SP - W,MODULAR,TERON,1710,165767.77,06-10-2025,Slow-Moving,110
3356-W,LD-VIJ-027,Galaxy Ding Dong Bell - W,SUPPORTED,VALUE,2710,165751.69,24-09-2025,Slow-Moving,122
9331-W,LF-HAR-E57,,MODULAR,STATUS,4300,165714.0,12-11-2025,Slow-Moving,73
9786-W,IN_TRANSIT,Modular Power Box  - W,MODULAR,STATUS,843,165607.97,13-11-2025,Slow-Moving,72
14912-PWD,IN_TRANSIT,Hi Glass 12M Plate - PWD,MODULAR,PLATINUM,948,165516.73,13-11-2025,Slow-Moving,72
B-059,LF-HAR-E57,Estella RTC 16A,BRASS,,501,165166.11,06-10-2025,Slow-Moving,110
25006-W,LF-DEL-01,Assure ACCL 30A/6A SPN  - W,MCB,ASSURE MCB,193,165101.13,01-09-2025,Slow-Moving,145
CLPL-14606,LF-HAR-E57,,CLPL,,9820,165000.0,27-10-2025,Slow-Moving,89
MCB-041,LF-DEL-01,Aluminium Rivet Sp 3mm  -  Common,MCB,,930550,165000.0,13-11-2025,Slow-Moving,72
10712-W,LD-MEE-019,,MODULAR,STATUS,1174,164997.33,07-11-2025,Slow-Moving,78
MLWM-9241-J-W,LF-SIL-017,Gold / Wawa 5x1 Junction Box - With Material - Off White,MOULDING WITH MTRL,,7756,164838.96000000002,02-11-2025,Slow-Moving,83
5250-Y,IN_TRANSIT,Trisafe+ Wires 2.50 Sq.mm. 90mtr 1100V PVC Ins. H.V. Ind. Cable - Y,WIRE,TRISAFE+,118,164409.75,11-11-2025,Slow-Moving,74
2891-W,IN_TRANSIT,Shine Ding Dong Bell - W,SUPPORTED,VALUE,2771,164320.11,13-11-2025,Slow-Moving,72
MLWM-23306-S,LF-DEL-01,,MOULDING WITH MTRL,,14916,164160.0,12-11-2025,Slow-Moving,73
B-016,LF-SIL-017,,BRASS,,300,163475.76,12-11-2025,Slow-Moving,73
16205-WL,LW-BHI-58,,LIGHTING,SKYLIGHT LED,1831,163302.24,06-11-2025,Slow-Moving,79
2726-W,IN_TRANSIT,Designer Ding Dong Bell - W,SUPPORTED,VALUE,2820,163158.0,13-11-2025,Slow-Moving,72
6803-W,LF-HAR-E57,,MODULAR,MODULAR BOXES,3426,162564.0,12-11-2025,Slow-Moving,73
SC-010,LF-AND-28,Pkg Screw 6A (Golden),SCREW,,5376,162535.1,08-11-2025,Slow-Moving,77
10306-W,LD-LUC-017,,MODULAR,STATUS,2612,162482.59,27-10-2025,Slow-Moving,89
7250-BK,LF-HAR-E57,,WIRE,ECO-FR,121,162384.42,12-11-2025,Slow-Moving,73
9856-WL,IN_TRANSIT,Fresh Modular Foot Lamp (3M/4M) - WL,MODULAR,STATUS,1541,162153.66,12-11-2025,Slow-Moving,73
10704-W,IN_TRANSIT,Axis 4M Plate - W,MODULAR,STATUS,4276,162122.24,12-11-2025,Slow-Moving,73
PWD-006,LF-SIL-017,,PC,,636,162001.71,12-11-2025,Slow-Moving,73
MCB-213,LF-DEL-01,Copper Wire (12 No. -  32 - 40A)  -  Common,MCB,,122,161931.3,15-10-2025,Slow-Moving,101
22001-G,LD-LUC-017,,MODULAR,STATUS,12732,161834.58000000002,27-10-2025,Slow-Moving,89
3563-W,IN_TRANSIT,TripRite C - MCB 63A SPN - W,MCB,TRIPRITE MCB,906,161691.82,03-11-2025,Slow-Moving,82
MLWM-1061-B-MW-SIL,LF-SIL-017,Super 1 way Switch Base SIL,MOULDING WITH MTRL,,119851,161505.63,10-11-2025,Slow-Moving,75
PWD-063,MIR-622,Gold Urea (2205) for 16A,UREA,,1018,161414.82,06-11-2025,Slow-Moving,79
PK-013,LF-VAS-006,WhatsApp Coupon 5 Points (20*40mm),PACKAGING,,555992,160363.91999999998,12-11-2025,Slow-Moving,73
3563-W,LD-CEN-003,TripRite C - MCB 63A SPN - W,MCB,TRIPRITE MCB,816,160190.28,14-10-2025,Slow-Moving,102
PWD-061,PRE-1539,,UREA,,1798,160053.15,06-11-2025,Slow-Moving,79
2711-MW,LD-VIJ-027,Gold MCB 4*1 with Box 6/16A - MW,NON-MODULAR,GOLD,1095,159878.65,09-10-2025,Slow-Moving,107
9236-MW,LF-SIL-017,,NON-MODULAR,WAWA,2480,159874.0,12-11-2025,Slow-Moving,73
4240-W,LD-JAI-014,TripRite Isolator 40A DP - W,MCB,TRIPRITE MCB,1168,159701.92,10-11-2025,Slow-Moving,75
21536-W,LW-BHI-58,Teron D.P. Switch 32A - W,MODULAR,TERON,1950,159685.65,24-09-2025,Slow-Moving,122
25020-W,LF-DEL-01,Assure ACCL 30A/20A SPN  - W,MCB,ASSURE MCB,138,159518.0,01-09-2025,Slow-Moving,145
17620-CL,IN_TRANSIT,,LIGHTING,SKYLIGHT LED,1842,159218.8,10-11-2025,Slow-Moving,75
22001-G,LD-DHA-007,Status Flat 1 Way Switch 6AX (Grey) - G,MODULAR,STATUS,11080,158978.64,10-11-2025,Slow-Moving,75
14171-W,IN_TRANSIT,Platinum Universal Raised Socket 6/16A - W,MODULAR,PLATINUM,2680,158916.94,13-11-2025,Slow-Moving,72
14303-MC,LF-HAR-E57,Platinum 3M Colour Plate (PM/RV/MC) - MC,MODULAR,PLATINUM,2170,158865.7,06-10-2025,Slow-Moving,110
MLWM-4296-B-MW,LF-SIL-017,Gold Double Combine 16A Junction Box MUM - With Material - Milky White,MOULDING WITH MTRL,,7420,158824.2,12-11-2025,Slow-Moving,73
2996-W,IN_TRANSIT,Arrow 4*1 Power Strip 4mtr 6A - W,SUPPORTED,VALUE,813,158171.34,13-11-2025,Slow-Moving,72
9301-W,LF-HAR-E57,Status 2 Pin Socket 6A - W,MODULAR,STATUS,7620,158060.4,12-11-2025,Slow-Moving,73
9016-MW,LD-ZIR-028,,NON-MODULAR,WAWA,9800,157678.09,12-11-2025,Slow-Moving,73
MLWM-9316-P,LF-AND-28,,MOULDING WITH MTRL,,59600,157586.0,06-11-2025,Slow-Moving,79
PO-005,LF-SIL-017,16A Triangle Soc Porc (With Glaze),PORCELAIN,,540,157494.36,12-11-2025,Slow-Moving,73
C-153,DHE-724,Porc 32/415 Cutting Part,CUTTING,,508,157200.0,31-10-2025,Slow-Moving,85
MCB-066,LF-DEL-01,,MCB,,85605,157110.6,12-11-2025,Slow-Moving,73
4131-BK,LD-LUC-017,PVC Insulation Tape - BK,SUPPORTED,ALLIED,30600,156890.5,27-10-2025,Slow-Moving,89
3116-W,LD-LUC-017,TripRite C - MCB 16A SP - W,MCB,TRIPRITE MCB,2553,156831.53,13-11-2025,Slow-Moving,72
19016-G,LD-PAT-021,Estella 1 Way Switch 20A with Ind. (Grey) - G,MODULAR,ESTELLA,2715,156807.69,13-11-2025,Slow-Moving,72
5225-W,IN_TRANSIT,TripRite R.C.C.B 25A D.P. (30mA) - W,MCB,TRIPRITE MCB,360,156761.81,12-11-2025,Slow-Moving,73
5100-BL,LF-HAR-E57,,WIRE,TRISAFE+,259,156758.64,12-11-2025,Slow-Moving,73
18504-W,IN_TRANSIT,Estella 4M Plate - W,MODULAR,ESTELLA,3603,156638.69,13-11-2025,Slow-Moving,72
2551-W,IN_TRANSIT,Energy Meter 5 - 30a Counter Type - W,SUPPORTED,ALLIED,710,156295.4,10-11-2025,Slow-Moving,75
SFG-10704-W,LF-VAS-006,,SFG,,528,156211.68,08-11-2025,Slow-Moving,77
22006-G,LW-GHA-59,Status Flat 2 Way Switch 6AX (Grey) - G,MODULAR,STATUS - GREY ACC,240,155996.96,27-10-2025,Slow-Moving,89
3211-W,LF-SIL-017,Gold Medium Step Fan Regulator - W,NON-MODULAR,GOLD,2435,155830.8,28-10-2025,Slow-Moving,88
SFG-18061,LF-VAS-006,,SFG,,37,155799.6,17-10-2025,Slow-Moving,99
18006-W,IN_TRANSIT,Estella 2 Way Switch 10AX - W,MODULAR,ESTELLA,3974,155666.35,13-11-2025,Slow-Moving,72
PK-1584,LF-SIL-017,Master Ctn  -  3x1 Box (Size - 565 X 380 X 425 MM),PACKAGING,,1728,155600.4,08-11-2025,Slow-Moving,77
4263-W,IN_TRANSIT,TripRite Isolator 63A DP - W,MCB,TRIPRITE MCB,1425,155533.51,11-11-2025,Slow-Moving,74
PK-P-9601,LF-HAR-E57,,PACKAGING,,435000,155400.0,28-10-2025,Slow-Moving,88
POP-8449,LF-VAS-006,PM CONA Meeting Boards,POP,,438,155194.0,29-10-2025,Slow-Moving,87
2541-MW,LF-SIL-017,,SUPPORTED,VALUE,10800,155015.0,12-11-2025,Slow-Moving,73
FG-26463,LF-DEL-01,,FG,,86,154886.0,12-11-2025,Slow-Moving,73
9606-W,IN_TRANSIT,Status Flat 2 Way Switch 6AX - W,MODULAR,STATUS,4658,154737.53,13-11-2025,Slow-Moving,72
SFG-18512-W,LF-VAS-006,,SFG,,1205,154627.2,11-11-2025,Slow-Moving,74
FG-6604,LF-VAS-006,,FG,,1920,154603.2,13-11-2025,Slow-Moving,72
MCB-3808,LF-DEL-01,,FG,,372,154560.0,12-11-2025,Slow-Moving,73
5525-W,LF-DEL-01,Triprite R.C.C.B. 25A D.p. (100mA) - W,MCB,TRIPRITE MCB,293,154454.95,06-10-2025,Slow-Moving,110
7056-W,LF-HAR-E57,Style Mini Dimmer - W,NON-MODULAR,STYLE,2200,154392.35,06-10-2025,Slow-Moving,110
2731-W,LF-PAL-A03,Colour 6*1 Power Strip 1.5mtr 6A - W,SUPPORTED,VALUE,550,154328.83,07-10-2025,Slow-Moving,109
9776-W,LD-MEE-019,,MODULAR,STATUS,3871,154260.07,28-10-2025,Slow-Moving,88
OTH-052,LF-HAR-E57,,OTHER RM,,48050,154080.0,25-10-2025,Slow-Moving,91
B-028,LF-AND-28,1/8 Open M.Nut (0.056 kg),BRASS,,2700,154022.12,12-11-2025,Slow-Moving,73
21501-W,LW-BHI-58,Broad 1 Way Switch 6A - W,MODULAR,TERON,16660,153721.98,11-10-2025,Slow-Moving,105
9236-MW,LD-LUC-017,,NON-MODULAR,WAWA,1867,153716.58,31-10-2025,Slow-Moving,85
MLWM-1971-B,LF-SIL-017,,MOULDING WITH MTRL,,60000,153600.0,30-10-2025,Slow-Moving,86
7150-BK,IN_TRANSIT,ECO - FR Wires 1.50 Sq.mm. 90mtr 1100V PVC Ins. H.V. Ind. Cable - BK,WIRE,ECO-FR,180,153554.16,08-11-2025,Slow-Moving,77
B-018,MOH-0537,Straight CR Brass Part (Pair) ,BRASS,,178,153433.97,11-11-2025,Slow-Moving,74
3132-W,LD-RAI-022,,MCB,TRIPRITE MCB,3143,152524.88,28-10-2025,Slow-Moving,88
1208-BL,LD-CUT-003,,MODULAR,STATUS,2571,152520.51,27-10-2025,Slow-Moving,89
25002-W,LF-DEL-01,Assure ACCL 30A/2.5A SPN  - W,MCB,ASSURE MCB,134,152339.69,01-09-2025,Slow-Moving,145
17612-CL,LD-RAI-022,Skylight 12W LED Lunar Bulb - CL,LIGHTING,SKYLIGHT LED,2960,152096.0,04-10-2025,Slow-Moving,112
4131-MX,LD-RIS-23A,,SUPPORTED,ALLIED,16530,152027.91999999998,10-11-2025,Slow-Moving,75
1206-BL,LD-CUT-003,,MODULAR,STATUS,2459,151908.56,23-10-2025,Slow-Moving,93
3240-W,IN_TRANSIT,TripRite C - MCB 40A DP - W,MCB,TRIPRITE MCB,860,151892.1,11-11-2025,Slow-Moving,74
10706-G,LD-MEE-019,,MODULAR,STATUS,2520,151418.25,04-11-2025,Slow-Moving,81
1219-W,IN_TRANSIT,,MODULAR,STATUS,1100,151382.68,12-11-2025,Slow-Moving,73
9316-W,LD-JAI-014,,MODULAR,STATUS,3708,151018.99,11-11-2025,Slow-Moving,74
PK-222,LF-HAR-E57,Lamp Holder Panni (Size  -  130mm x 140mm),PACKAGING,,234099,150176.0,25-10-2025,Slow-Moving,91
C-107,SHA-0061,Status Mini Dolly 22/2 1way,CUTTING,,331,150120.0,14-11-2025,Slow-Moving,71
B-006,ARU-0057,Uni 8x9 (16A Soc) With SS Scre,BRASS,,68,150076.8,10-11-2025,Slow-Moving,75
MCB-047,LF-DEL-01,,MCB,,34239,150000.0,06-11-2025,Slow-Moving,79
7400-BK,LF-HAR-E57,,WIRE,ECO-FR,83,149996.61,12-11-2025,Slow-Moving,73
14191-W,LD-SRI-025,Platinum 3 Pin Socket 6A - W,MODULAR,PLATINUM,5632,149969.56,13-11-2025,Slow-Moving,72
SC-010,LF-SIL-017,Pkg Screw 6A (Golden),SCREW,,4125,149957.5,04-11-2025,Slow-Moving,81
9506-W,LD-RIS-23A,,MODULAR,STATUS,50,149480.79,31-10-2025,Slow-Moving,85
2641-W,IN_TRANSIT,Colour 4*4 Power Strip 1.5mtr 6A - W,SUPPORTED,VALUE,693,149464.59,13-11-2025,Slow-Moving,72
PK-M-012,LF-SIL-017,PM Cona White Patta with Blue Printed Logo,PACKAGING,,157,149461.66,10-11-2025,Slow-Moving,75
MCB-3804,LF-DEL-01,FG Clear DBs 4way,FG,,705,149160.0,12-11-2025,Slow-Moving,73
1936-W,LD-VIJ-027,,SUPPORTED,ALLIED,758,149140.62,13-11-2025,Slow-Moving,72
2781-W,LD-BAN-002,Hero 2 Pin Flex Box 4mtr - W,SUPPORTED,VALUE,1255,148964.76,06-11-2025,Slow-Moving,79
9751-W,LF-HAR-E57,Status Step 1 Way Switch 6AX - W,MODULAR,STATUS,26160,148860.0,12-11-2025,Slow-Moving,73
11112-W,LD-MEE-019,Smile 12M Plate - W,MODULAR,STATUS,710,148746.99,23-09-2025,Slow-Moving,123
PK-P-21001,LF-HAR-E57,Teron Switch Printed Panni,PACKAGING,,223920,148200.0,01-09-2025,Slow-Moving,145
10304-W,LD-RAI-022,,MODULAR,STATUS,3690,148122.0,30-10-2025,Slow-Moving,86
1951-MW,IN_TRANSIT,Glow Plug Top 6A - MW,SUPPORTED,VALUE,6319,148081.01,13-11-2025,Slow-Moving,72
MLWM-1491-P-W-SIL,LF-SIL-017,Gold 16A Switch Plate SIL,MOULDING WITH MTRL,,45048,148009.68,10-11-2025,Slow-Moving,75
10706-W,LD-ZIR-028,,MODULAR,STATUS,1310,147646.32,12-11-2025,Slow-Moving,73
9236-MW,LD-RIS-23A,Wawa Combine 6/16A with Box - MW,NON-MODULAR,WAWA,1945,147567.91,18-10-2025,Slow-Moving,98
14051-W,LD-SRI-025,Platinum Dual D.P. Switch 32A with Ind. - W,MODULAR,PLATINUM,707,147564.0,13-11-2025,Slow-Moving,72
2246-MW,IN_TRANSIT,Gold Combine 6/16A with Ind. - MW,NON-MODULAR,GOLD,2260,147542.4,13-11-2025,Slow-Moving,72
2226-W,LD-CUT-003,,SUPPORTED,VALUE,860,147178.41999999998,22-10-2025,Slow-Moving,94
OTH-002,PLA-416,Raw Blue LED 3mm,OTHER RM,,119000,147000.0,15-10-2025,Slow-Moving,101
19001-G,LD-MEE-019,Estella 1 Way Switch 10AX (Grey) - G,MODULAR,ESTELLA,10211,146942.22,31-10-2025,Slow-Moving,85
10309-W,LF-HAR-E57,,MODULAR,STATUS,1800,146766.0,12-11-2025,Slow-Moving,73
9601-W,LD-ROH-024,Status Flat 1 Way Switch 6AX - W,MODULAR,STATUS,15428,146413.06,31-10-2025,Slow-Moving,85
MLWM-1491-K-MW-HAR,LF-HAR-E57,Gold 16A Switch Knob HAR,MOULDING WITH MTRL,,99346,146371.7,31-10-2025,Slow-Moving,85
16205-BL,LW-GHA-59,Skylight 5W LED Galaxy Concealed Light - BL,LIGHTING,SKYLIGHT LED,1500,145954.81,25-09-2025,Slow-Moving,121
PK-O-4346,LF-HAR-E57,,PACKAGING,,5152,145763.93,28-10-2025,Slow-Moving,88
