SO_No,SO_Date,Completely_Shipped,Shipment_Status
SO/BAN/26/00111,2025-06-14,0,Not Shipped
SO/BAN/26/00112,2025-06-14,1,Fully Shipped
SO/BAN/26/00114,2025-06-14,1,Fully Shipped
SO/BAN/26/00115,2025-06-16,1,Fully Shipped
SO/BAN/26/00116,2025-06-17,0,Not Shipped
SO/BAN/26/00117,2025-06-19,0,Not Shipped
SO/BAN/26/00118,2025-06-19,0,Not Shipped
SO/BAN/26/00119,2025-06-19,1,Fully Shipped
SO/BAN/26/00120,2025-06-19,1,Fully Shipped
SO/BAN/26/00121,2025-06-19,0,Not Shipped
SO/BAN/26/00122,2025-06-19,1,Fully Shipped
SO/BAN/26/00123,2025-06-22,0,Not Shipped
SO/BAN/26/00124,2025-06-22,1,Fully Shipped
SO/BAN/26/00125,2025-06-23,1,Fully Shipped
SO/BAN/26/00126,2025-06-23,1,Fully Shipped
SO/BAN/26/00128,2025-06-25,1,Fully Shipped
SO/BAN/26/00129,2025-06-25,1,Fully Shipped
SO/BAN/26/00130,2025-06-25,1,Fully Shipped
SO/BAN/26/00131,2025-06-25,0,Not Shipped
SO/BAN/26/00133,2025-06-25,0,Not Shipped
SO/BAN/26/00134,2025-06-26,0,Not Shipped
SO/BAN/26/00135,2025-06-27,0,Not Shipped
SO/BAN/26/00136,2025-06-27,1,Fully Shipped
SO/BAN/26/00137,2025-06-27,0,Not Shipped
SO/BAN/26/00138,2025-06-28,1,Fully Shipped
SO/BAN/26/00139,2025-06-28,0,Not Shipped
SO/BAN/26/00140,2025-06-28,1,Fully Shipped
SO/BAN/26/00141,2025-06-28,0,Not Shipped
SO/BAN/26/00143,2025-06-29,1,Fully Shipped
SO/BAN/26/00144,2025-06-30,0,Not Shipped
SO/BAN/26/00145,2025-06-30,0,Not Shipped
SO/BAN/26/00146,2025-06-30,1,Fully Shipped
SO/BAN/26/00147,2025-06-30,1,Fully Shipped
SO/BAN/26/00148,2025-06-30,0,Not Shipped
SO/BAN/26/00149,2025-06-30,0,Not Shipped
SO/BAN/26/00150,2025-06-30,1,Fully Shipped
SO/BAN/26/00151,2025-06-30,1,Fully Shipped
SO/BAN/26/00152,2025-07-01,0,Not Shipped
SO/BAN/26/00153,2025-07-02,0,Not Shipped
SO/BAN/26/00154,2025-07-04,1,Fully Shipped
SO/BAN/26/00155,2025-07-06,0,Not Shipped
SO/BAN/26/00156,2025-07-06,0,Not Shipped
SO/BAN/26/00157,2025-07-06,1,Fully Shipped
SO/BAN/26/00159,2025-07-06,0,Not Shipped
SO/BAN/26/00160,2025-07-09,0,Not Shipped
SO/BAN/26/00162,2025-07-09,0,Not Shipped
SO/BAN/26/00163,2025-07-09,0,Not Shipped
SO/BAN/26/00164,2025-07-09,1,Fully Shipped
SO/BAN/26/00165,2025-07-12,0,Not Shipped
SO/BAN/26/00167,2025-07-12,1,Fully Shipped
SO/BAN/26/00168,2025-07-13,0,Not Shipped
SO/BAN/26/00169,2025-07-13,0,Not Shipped
SO/BAN/26/00170,2025-07-15,1,Fully Shipped
SO/BAN/26/00171,2025-07-15,0,Not Shipped
SO/BAN/26/00172,2025-08-29,0,Not Shipped
SO/BAN/26/00174,2025-07-15,1,Fully Shipped
SO/BAN/26/00175,2025-07-15,1,Fully Shipped
SO/BAN/26/00177,2025-07-15,1,Fully Shipped
SO/BAN/26/00178,2025-07-15,0,Not Shipped
SO/BAN/26/00179,2025-07-15,0,Not Shipped
SO/BAN/26/00180,2025-07-15,0,Not Shipped
SO/BAN/26/00181,2025-07-15,0,Not Shipped
SO/BAN/26/00182,2025-07-16,0,Not Shipped
SO/BAN/26/00183,2025-07-16,0,Not Shipped
SO/BAN/26/00184,2025-07-17,1,Fully Shipped
SO/BAN/26/00185,2025-07-17,0,Not Shipped
SO/BAN/26/00187,2025-07-18,1,Fully Shipped
SO/BAN/26/00188,2025-07-21,0,Not Shipped
SO/BAN/26/00189,2025-07-21,0,Not Shipped
SO/BAN/26/00190,2025-07-21,0,Not Shipped
SO/BAN/26/00191,2025-07-21,0,Not Shipped
SO/BAN/26/00192,2025-07-23,0,Not Shipped
SO/BAN/26/00193,2025-07-24,0,Not Shipped
SO/BAN/26/00194,2025-07-24,0,Not Shipped
SO/BAN/26/00195,2025-07-24,0,Not Shipped
SO/BAN/26/00196,2025-07-24,1,Fully Shipped
SO/BAN/26/00197,2025-07-24,0,Not Shipped
SO/BAN/26/00198,2025-07-24,1,Fully Shipped
SO/BAN/26/00199,2025-07-25,0,Not Shipped
SO/BAN/26/00200,2025-07-25,1,Fully Shipped
SO/BAN/26/00201,2025-07-25,0,Not Shipped
SO/BAN/26/00202,2025-07-25,1,Fully Shipped
SO/BAN/26/00203,2025-07-25,1,Fully Shipped
SO/BAN/26/00204,2025-07-25,1,Fully Shipped
SO/BAN/26/00205,2025-07-25,0,Not Shipped
SO/BAN/26/00206,2025-07-26,1,Fully Shipped
SO/BAN/26/00207,2025-07-26,0,Not Shipped
SO/BAN/26/00208,2025-07-26,1,Fully Shipped
SO/BAN/26/00209,2025-07-26,0,Not Shipped
SO/BAN/26/00211,2025-07-29,0,Not Shipped
SO/BAN/26/00212,2025-07-29,1,Fully Shipped
SO/BAN/26/00214,2025-07-29,1,Fully Shipped
SO/BAN/26/00215,2025-07-29,1,Fully Shipped
SO/BAN/26/00216,2025-07-29,0,Not Shipped
SO/BAN/26/00217,2025-07-30,0,Not Shipped
SO/BAN/26/00218,2025-07-29,1,Fully Shipped
SO/BAN/26/00219,2025-07-29,1,Fully Shipped
SO/BAN/26/00220,2025-07-29,1,Fully Shipped
SO/BAN/26/00221,2025-07-29,1,Fully Shipped
SO/BAN/26/00222,2025-07-30,1,Fully Shipped
SO/BAN/26/00223,2025-07-30,0,Not Shipped
SO/BAN/26/00224,2025-07-30,0,Not Shipped
SO/BAN/26/00225,2025-07-30,1,Fully Shipped
SO/BAN/26/00226,2025-07-31,0,Not Shipped
SO/BAN/26/00227,2025-07-31,0,Not Shipped
SO/BAN/26/00228,2025-07-31,0,Not Shipped
SO/BAN/26/00229,2025-07-31,0,Not Shipped
SO/BAN/26/00230,2025-07-31,0,Not Shipped
SO/BAN/26/00231,2025-07-31,1,Fully Shipped
SO/BAN/26/00232,2025-07-31,0,Not Shipped
SO/BAN/26/00235,2025-07-31,0,Not Shipped
SO/BAN/26/00236,2025-07-31,0,Not Shipped
SO/BAN/26/00237,2025-07-31,1,Fully Shipped
SO/BAN/26/00238,2025-07-31,1,Fully Shipped
SO/BAN/26/00239,2025-07-31,0,Not Shipped
SO/BAN/26/00240,2025-07-31,0,Not Shipped
SO/BAN/26/00241,2025-07-31,1,Fully Shipped
SO/BAN/26/00242,2025-07-31,0,Not Shipped
SO/BAN/26/00245,2025-08-11,0,Not Shipped
SO/BAN/26/00246,2025-08-11,0,Not Shipped
SO/BAN/26/00247,2025-08-12,0,Not Shipped
SO/BAN/26/00248,2025-08-12,0,Not Shipped
SO/BAN/26/00249,2025-08-19,0,Not Shipped
SO/BAN/26/00250,2025-08-19,0,Not Shipped
SO/BAN/26/00251,2025-08-20,0,Not Shipped
SO/BAN/26/00252,2025-08-20,0,Not Shipped
SO/BAN/26/00253,2025-08-20,0,Not Shipped
SO/BAN/26/00254,2025-08-20,0,Not Shipped
SO/BAN/26/00255,2025-08-20,0,Not Shipped
SO/BAN/26/00256,2025-08-21,0,Not Shipped
SO/BAN/26/00257,2025-04-27,0,Not Shipped
SO/BAN/26/00258,2025-08-22,0,Not Shipped
SO/BAN/26/00259,2025-08-23,0,Not Shipped
SO/BAN/26/00260,2025-08-24,1,Fully Shipped
SO/BAN/26/00261,2025-08-25,1,Fully Shipped
SO/BAN/26/00262,2025-08-25,1,Fully Shipped
SO/BAN/26/00263,2025-08-25,0,Not Shipped
SO/BAN/26/00264,2025-08-25,1,Fully Shipped
SO/BAN/26/00265,2025-08-25,1,Fully Shipped
SO/BAN/26/00266,2025-08-23,0,Not Shipped
SO/BAN/26/00267,2025-08-25,0,Not Shipped
SO/BAN/26/00268,2025-08-25,1,Fully Shipped
SO/BAN/26/00269,2025-08-25,0,Not Shipped
SO/BAN/26/00270,2025-08-25,0,Not Shipped
SO/BAN/26/00271,2025-08-25,1,Fully Shipped
SO/BAN/26/00272,2025-08-25,0,Not Shipped
SO/BAN/26/00273,2025-08-26,0,Not Shipped
SO/BAN/26/00274,2025-08-26,0,Not Shipped
SO/BAN/26/00275,2025-08-26,0,Not Shipped
SO/BAN/26/00276,2025-08-26,0,Not Shipped
SO/BAN/26/00277,2025-08-26,1,Fully Shipped
SO/BAN/26/00278,2025-08-26,1,Fully Shipped
SO/BAN/26/00279,2025-08-26,1,Fully Shipped
SO/BAN/26/00280,2025-08-29,0,Not Shipped
SO/BAN/26/00281,2025-08-29,1,Fully Shipped
SO/BAN/26/00282,2025-08-29,1,Fully Shipped
SO/BAN/26/00283,2025-08-26,0,Not Shipped
SO/BAN/26/00284,2025-08-31,0,Not Shipped
SO/BAN/26/00285,2025-08-31,1,Fully Shipped
SO/BAN/26/00286,2025-08-31,0,Not Shipped
SO/BAN/26/00287,2025-08-31,0,Not Shipped
SO/BAN/26/00288,2025-09-04,0,Not Shipped
SO/BAN/26/00289,2025-09-05,1,Fully Shipped
SO/BAN/26/00290,2025-09-10,0,Not Shipped
SO/BAN/26/00291,2025-09-10,1,Fully Shipped
SO/BAN/26/00292,2025-09-10,0,Not Shipped
SO/BAN/26/00293,2025-09-04,0,Not Shipped
SO/BAN/26/00294,2025-09-12,0,Not Shipped
SO/BAN/26/00295,2025-09-13,0,Not Shipped
SO/BAN/26/00296,2025-09-16,0,Not Shipped
SO/BAN/26/00297,2025-09-15,0,Not Shipped
SO/BAN/26/00298,2025-09-15,0,Not Shipped
SO/BAN/26/00299,2025-09-15,1,Fully Shipped
SO/BAN/26/00300,2025-09-16,0,Not Shipped
SO/BAN/26/00301,2025-09-16,1,Fully Shipped
SO/BAN/26/00302,2025-09-16,0,Not Shipped
SO/BAN/26/00303,2025-09-17,0,Not Shipped
SO/BAN/26/00304,2025-09-17,1,Fully Shipped
SO/BAN/26/00305,2025-09-17,1,Fully Shipped
SO/BAN/26/00306,2025-09-18,1,Fully Shipped
SO/BAN/26/00307,2025-09-18,1,Fully Shipped
SO/BAN/26/00308,2025-09-18,1,Fully Shipped
SO/BAN/26/00309,2025-09-18,1,Fully Shipped
SO/BAN/26/00310,2025-09-18,0,Not Shipped
SO/BAN/26/00311,2025-09-19,0,Not Shipped
SO/BAN/26/00312,2025-09-19,0,Not Shipped
SO/BAN/26/00313,2025-09-19,0,Not Shipped
SO/BAN/26/00314,2025-09-19,0,Not Shipped
SO/BAN/26/00315,2025-09-20,0,Not Shipped
SO/BAN/26/00316,2025-09-22,0,Not Shipped
SO/BAN/26/00317,2025-09-22,0,Not Shipped
SO/BAN/26/00318,2025-09-23,0,Not Shipped
SO/BAN/26/00319,2025-09-22,0,Not Shipped
SO/BAN/26/00320,2025-09-24,0,Not Shipped
SO/BAN/26/00321,2025-09-22,0,Not Shipped
SO/BAN/26/00322,2025-09-24,0,Not Shipped
SO/BAN/26/00323,2025-09-24,0,Not Shipped
SO/BAN/26/00324,2025-09-24,1,Fully Shipped
SO/BAN/26/00325,2025-09-08,0,Not Shipped
SO/BAN/26/00326,2025-09-24,0,Not Shipped
SO/BAN/26/00327,2025-09-24,0,Not Shipped
SO/BAN/26/00328,2025-09-25,1,Fully Shipped
SO/BAN/26/00329,2025-09-29,0,Not Shipped
SO/BAN/26/00330,2025-09-29,1,Fully Shipped
SO/BAN/26/00331,2025-09-30,1,Fully Shipped
SO/BAN/26/00332,2025-09-30,1,Fully Shipped
SO/BAN/26/00333,2025-09-30,0,Not Shipped
SO/BAN/26/00334,2025-09-30,0,Not Shipped
SO/BAN/26/00335,2025-09-30,0,Not Shipped
SO/BAN/26/00336,2025-09-24,0,Not Shipped
SO/BAN/26/00337,2025-09-30,0,Not Shipped
SO/BAN/26/00338,2025-09-30,0,Not Shipped
SO/BAN/26/00339,2025-09-30,0,Not Shipped
SO/BAN/26/00340,2025-09-30,0,Not Shipped
SO/BAN/26/00341,2025-09-30,1,Fully Shipped
SO/BAN/26/00342,2025-09-30,1,Fully Shipped
SO/BAN/26/00343,2025-10-06,0,Not Shipped
SO/BAN/26/00344,2025-10-06,1,Fully Shipped
SO/BAN/26/00345,2025-10-06,1,Fully Shipped
SO/BAN/26/00346,2025-10-06,0,Not Shipped
SO/BAN/26/00347,2025-10-06,1,Fully Shipped
SO/BAN/26/00348,2025-10-06,0,Not Shipped
SO/BAN/26/00349,2025-10-06,0,Not Shipped
SO/BAN/26/00350,2025-10-06,0,Not Shipped
SO/BAN/26/00351,2025-10-06,0,Not Shipped
SO/BAN/26/00352,2025-10-07,0,Not Shipped
SO/BAN/26/00353,2025-10-08,0,Not Shipped
SO/BAN/26/00354,2025-10-08,0,Not Shipped
SO/BAN/26/00355,2025-10-08,0,Not Shipped
SO/BAN/26/00356,2025-10-08,1,Fully Shipped
SO/BAN/26/00357,2025-10-08,0,Not Shipped
SO/BAN/26/00358,2025-10-08,0,Not Shipped
SO/BAN/26/00359,2025-10-09,1,Fully Shipped
SO/BAN/26/00360,2025-10-08,0,Not Shipped
SO/BAN/26/00361,2025-10-13,0,Not Shipped
SO/BAN/26/00362,2025-10-13,0,Not Shipped
SO/BAN/26/00363,2025-10-13,0,Not Shipped
SO/BAN/26/00364,2025-10-14,0,Not Shipped
SO/BAN/26/00365,2025-10-13,0,Not Shipped
SO/BAN/26/00366,2025-10-15,1,Fully Shipped
SO/BAN/26/00367,2025-10-15,1,Fully Shipped
SO/BAN/26/00368,2025-10-15,0,Not Shipped
SO/BAN/26/00369,2025-10-17,0,Not Shipped
SO/BAN/26/00370,2025-10-22,0,Not Shipped
SO/BAN/26/00371,2025-10-22,0,Not Shipped
SO/BAN/26/00372,2025-10-22,1,Fully Shipped
SO/BAN/26/00373,2025-10-04,0,Not Shipped
SO/BAN/26/00374,2025-10-23,1,Fully Shipped
SO/BAN/26/00375,2025-10-23,1,Fully Shipped
SO/BAN/26/00376,2025-10-23,1,Fully Shipped
SO/BAN/26/00377,2025-10-24,0,Not Shipped
SO/BAN/26/00378,2025-10-23,1,Fully Shipped
SO/BAN/26/00379,2025-10-23,0,Not Shipped
SO/BAN/26/00380,2025-10-24,1,Fully Shipped
SO/BAN/26/00381,2025-10-25,0,Not Shipped
SO/BAN/26/00382,2025-10-25,0,Not Shipped
SO/BAN/26/00383,2025-10-25,0,Not Shipped
SO/BAN/26/00384,2025-10-27,1,Fully Shipped
SO/BAN/26/00385,2025-10-27,1,Fully Shipped
SO/BAN/26/00386,2025-10-27,1,Fully Shipped
SO/BAN/26/00387,2025-10-27,1,Fully Shipped
SO/BAN/26/00388,2025-10-27,1,Fully Shipped
SO/BAN/26/00389,2025-10-27,0,Not Shipped
SO/BAN/26/00390,2025-10-27,0,Not Shipped
SO/BAN/26/00391,2025-10-27,1,Fully Shipped
SO/BAN/26/00392,2025-10-27,1,Fully Shipped
SO/BAN/26/00393,2025-09-17,0,Not Shipped
SO/BAN/26/00394,2025-10-27,0,Not Shipped
SO/BAN/26/00395,2025-10-27,0,Not Shipped
SO/BAN/26/00396,2025-10-28,1,Fully Shipped
SO/BAN/26/00397,2025-10-28,1,Fully Shipped
SO/BAN/26/00398,2025-10-28,1,Fully Shipped
SO/BAN/26/00399,2025-10-28,1,Fully Shipped
SO/BAN/26/00400,2025-10-28,1,Fully Shipped
SO/BAN/26/00401,2025-10-28,1,Fully Shipped
SO/BAN/26/00402,2025-10-28,1,Fully Shipped
SO/BAN/26/00403,2025-10-29,0,Not Shipped
SO/BAN/26/00404,2025-10-29,1,Fully Shipped
SO/BAN/26/00405,2025-10-29,0,Not Shipped
SO/BAN/26/00406,2025-10-30,1,Fully Shipped
SO/BAN/26/00407,2025-10-30,0,Not Shipped
SO/BAN/26/00408,2025-10-30,1,Fully Shipped
SO/BAN/26/00409,2025-11-05,1,Fully Shipped
SO/BAN/26/00410,2025-11-05,1,Fully Shipped
SO/BAN/26/00411,2025-11-06,1,Fully Shipped
SO/BAN/26/00412,2025-11-06,0,Not Shipped
SO/BAN/26/00413,2025-11-06,0,Not Shipped
SO/BAN/26/00414,2025-11-06,0,Not Shipped
SO/BAN/26/00415,2025-11-06,1,Fully Shipped
SO/BAN/26/00416,2025-11-06,1,Fully Shipped
SO/BAN/26/00417,2025-11-06,1,Fully Shipped
SO/BAN/26/00418,2025-11-07,0,Not Shipped
SO/BAN/26/00419,2025-11-07,0,Not Shipped
SO/BAN/26/00420,2025-11-07,1,Fully Shipped
SO/BAN/26/00421,2025-11-07,0,Not Shipped
SO/BAN/26/00422,2025-11-11,0,Not Shipped
SO/BAN/26/00423,2025-11-11,0,Not Shipped
SO/BAN/26/00424,2025-11-13,0,Not Shipped
SO/BAN/26/00425,2025-11-13,0,Not Shipped
SO/BAN/26/00426,2025-11-13,1,Fully Shipped
SO/BAN/26/00427,2025-11-13,1,Fully Shipped
SO/BAN/26/00428,2025-11-17,0,Not Shipped
SO/BAN/26/00429,2025-11-17,1,Fully Shipped
SO/BAN/26/00430,2025-11-17,1,Fully Shipped
SO/BAN/26/00431,2025-11-17,1,Fully Shipped
SO/BAN/26/00432,2025-11-17,0,Not Shipped
SO/BAN/26/00433,2025-11-18,0,Not Shipped
SO/BAN/26/00434,2025-11-18,1,Fully Shipped
SO/BAN/26/00435,2025-11-19,0,Not Shipped
SO/BAN/26/00436,2025-11-19,1,Fully Shipped
SO/BAN/26/00437,2025-11-21,0,Not Shipped
SO/BAN/26/00438,2025-11-24,0,Not Shipped
SO/BAN/26/00439,2025-11-24,1,Fully Shipped
SO/BAN/26/00440,2025-11-24,1,Fully Shipped
SO/BAN/26/00441,2025-11-24,1,Fully Shipped
SO/BAN/26/00442,2025-11-27,0,Not Shipped
SO/BAN/26/00443,2025-11-27,1,Fully Shipped
SO/BAN/26/00444,2025-11-27,1,Fully Shipped
SO/BAN/26/00445,2025-11-28,1,Fully Shipped
SO/BAN/26/00446,2025-11-28,1,Fully Shipped
SO/BAN/26/00447,2025-11-28,1,Fully Shipped
SO/BAN/26/00448,2025-11-28,1,Fully Shipped
SO/BAN/26/00449,2025-11-29,0,Not Shipped
SO/BAN/26/00450,2025-11-29,0,Not Shipped
SO/BAN/26/00451,2025-11-29,1,Fully Shipped
SO/BAN/26/00452,2025-11-29,1,Fully Shipped
SO/BAN/26/00453,2025-11-29,1,Fully Shipped
SO/BAN/26/00454,2025-11-24,0,Not Shipped
SO/BAN/26/00455,2025-11-29,0,Not Shipped
SO/BAN/26/00456,2025-11-30,1,Fully Shipped
SO/BAN/26/00457,2025-11-30,1,Fully Shipped
SO/BAN/26/00458,2025-11-30,1,Fully Shipped
SO/BAN/26/00459,2025-11-30,0,Not Shipped
SO/BAN/26/00460,2025-11-30,1,Fully Shipped
SO/BAN/26/00461,2025-11-30,1,Fully Shipped
SO/BAN/26/00462,2025-11-30,1,Fully Shipped
SO/BAN/26/00463,2025-12-05,1,Fully Shipped
SO/BAN/26/00464,2025-12-06,1,Fully Shipped
SO/BAN/26/00465,2025-12-06,1,Fully Shipped
SO/BAN/26/00466,2025-12-06,0,Not Shipped
SO/BAN/26/00467,2025-12-08,1,Fully Shipped
SO/BAN/26/00468,2025-12-08,0,Not Shipped
SO/BAN/26/00469,2025-11-26,1,Fully Shipped
SO/BAN/26/00470,2025-12-10,0,Not Shipped
SO/BAN/26/00471,2025-12-10,0,Not Shipped
SO/BHI/26/0001,2025-04-11,1,Fully Shipped
SO/BHI/26/0005,2025-04-19,1,Fully Shipped
SO/BHI/26/0007,2025-04-19,0,Not Shipped
SO/BHI/26/0011,2025-04-22,1,Fully Shipped
SO/BHI/26/0012,2025-04-30,0,Not Shipped
SO/BHI/26/0013,2025-05-06,1,Fully Shipped
SO/BHI/26/0014,2025-05-07,0,Not Shipped
SO/BHI/26/0016,2025-05-13,1,Fully Shipped
SO/BHI/26/0017,2025-05-23,1,Fully Shipped
SO/BHI/26/0018,2025-05-26,1,Fully Shipped
SO/BHI/26/0019,2025-05-26,1,Fully Shipped
SO/BHI/26/0021,2025-05-29,1,Fully Shipped
SO/BHI/26/0022,2025-05-30,0,Not Shipped
SO/BHI/26/0023,2025-06-06,1,Fully Shipped
SO/BHI/26/0024,2025-06-06,1,Fully Shipped
SO/BHI/26/0026,2025-06-11,1,Fully Shipped
SO/BHI/26/0027,2025-06-17,1,Fully Shipped
SO/BHI/26/0029,2025-06-25,1,Fully Shipped
SO/BHI/26/0030,2025-06-30,1,Fully Shipped
SO/BHI/26/0031,2025-07-04,1,Fully Shipped
SO/BHI/26/0032,2025-07-11,1,Fully Shipped
SO/BHI/26/0033,2025-07-12,1,Fully Shipped
SO/BHI/26/0034,2025-07-14,0,Not Shipped
SO/BHI/26/0035,2025-07-15,0,Not Shipped
SO/BHI/26/0036,2025-07-17,0,Not Shipped
SO/BHI/26/0037,2025-07-23,0,Not Shipped
SO/BHI/26/0038,2025-07-25,1,Fully Shipped
SO/BHI/26/0039,2025-07-30,1,Fully Shipped
SO/BHI/26/0040,2025-07-31,1,Fully Shipped
SO/BHI/26/0041,2025-08-01,1,Fully Shipped
SO/BHI/26/0042,2025-08-06,1,Fully Shipped
SO/BHI/26/0043,2025-08-07,1,Fully Shipped
SO/BHI/26/0044,2025-08-14,1,Fully Shipped
SO/BHI/26/0045,2025-08-11,1,Fully Shipped
SO/BHI/26/0046,2025-08-11,0,Not Shipped
SO/BHI/26/0047,2025-08-18,0,Not Shipped
SO/BHI/26/0048,2025-08-20,0,Not Shipped
SO/BHI/26/0049,2025-08-21,1,Fully Shipped
SO/BHI/26/0050,2025-08-23,1,Fully Shipped
SO/BHI/26/0051,2025-08-25,0,Not Shipped
SO/BHI/26/0052,2025-08-26,1,Fully Shipped
SO/BHI/26/0053,2025-08-31,1,Fully Shipped
SO/BHI/26/0054,2025-08-31,1,Fully Shipped
SO/BHI/26/0055,2025-09-04,0,Not Shipped
SO/BHI/26/0056,2025-09-05,0,Not Shipped
SO/BHI/26/0057,2025-09-09,1,Fully Shipped
SO/BHI/26/0058,2025-09-10,1,Fully Shipped
SO/BHI/26/0059,2025-09-10,1,Fully Shipped
SO/BHI/26/0060,2025-09-10,0,Not Shipped
SO/BHI/26/0061,2025-09-10,1,Fully Shipped
SO/BHI/26/0062,2025-09-11,1,Fully Shipped
SO/BHI/26/0063,2025-09-11,0,Not Shipped
SO/BHI/26/0064,2025-09-11,1,Fully Shipped
SO/BHI/26/0065,2025-09-12,0,Not Shipped
SO/BHI/26/0066,2025-09-12,0,Not Shipped
SO/BHI/26/0067,2025-09-13,0,Not Shipped
SO/BHI/26/0068,2025-09-13,1,Fully Shipped
SO/BHI/26/0069,2025-09-16,0,Not Shipped
SO/BHI/26/0071,2025-09-17,0,Not Shipped
SO/BHI/26/0072,2025-09-18,1,Fully Shipped
SO/BHI/26/0073,2025-09-18,0,Not Shipped
SO/BHI/26/0074,2025-09-18,1,Fully Shipped
SO/BHI/26/0075,2025-09-19,1,Fully Shipped
SO/BHI/26/0076,2025-09-19,1,Fully Shipped
SO/BHI/26/0077,2025-09-19,1,Fully Shipped
SO/BHI/26/0078,2025-09-22,1,Fully Shipped
SO/BHI/26/0079,2025-09-22,0,Not Shipped
SO/BHI/26/0080,2025-09-23,1,Fully Shipped
SO/BHI/26/0081,2025-09-24,1,Fully Shipped
SO/BHI/26/0082,2025-09-25,0,Not Shipped
SO/BHI/26/0083,2025-09-29,1,Fully Shipped
SO/BHI/26/0084,2025-09-29,1,Fully Shipped
SO/BHI/26/0085,2025-09-30,1,Fully Shipped
SO/BHI/26/0086,2025-09-30,1,Fully Shipped
SO/BHI/26/0087,2025-09-30,1,Fully Shipped
SO/BHI/26/0088,2025-09-30,1,Fully Shipped
SO/BHI/26/0089,2025-09-30,1,Fully Shipped
SO/BHI/26/0090,2025-09-30,1,Fully Shipped
SO/BHI/26/0091,2025-09-30,1,Fully Shipped
SO/BHI/26/0092,2025-09-30,1,Fully Shipped
SO/BHI/26/0093,2025-09-30,1,Fully Shipped
SO/BHI/26/0094,2025-09-30,1,Fully Shipped
SO/BHI/26/0095,2025-09-30,1,Fully Shipped
SO/BHI/26/0096,2025-09-30,0,Not Shipped
SO/BHI/26/0097,2025-10-01,1,Fully Shipped
SO/BHI/26/0098,2025-10-01,0,Not Shipped
SO/BHI/26/0099,2025-10-03,1,Fully Shipped
SO/BHI/26/0100,2025-10-06,1,Fully Shipped
SO/BHI/26/0101,2025-10-06,1,Fully Shipped
SO/BHI/26/0102,2025-10-06,1,Fully Shipped
SO/BHI/26/0103,2025-10-07,1,Fully Shipped
SO/BHI/26/0104,2025-10-08,1,Fully Shipped
SO/BHI/26/0105,2025-10-08,0,Not Shipped
SO/BHI/26/0106,2025-10-08,1,Fully Shipped
SO/BHI/26/0107,2025-10-09,1,Fully Shipped
SO/BHI/26/0108,2025-10-10,0,Not Shipped
SO/BHI/26/0109,2025-10-10,0,Not Shipped
SO/BHI/26/0110,2025-10-11,1,Fully Shipped
SO/BHI/26/0111,2025-10-13,0,Not Shipped
SO/BHI/26/0112,2025-10-14,1,Fully Shipped
SO/BHI/26/0113,2025-10-14,0,Not Shipped
SO/BHI/26/0114,2025-10-14,0,Not Shipped
SO/BHI/26/0115,2025-10-14,1,Fully Shipped
SO/BHI/26/0116,2025-10-15,1,Fully Shipped
SO/BHI/26/0117,2025-10-15,1,Fully Shipped
SO/BHI/26/0118,2025-10-15,1,Fully Shipped
SO/BHI/26/0119,2025-10-15,1,Fully Shipped
SO/BHI/26/0120,2025-10-15,1,Fully Shipped
SO/BHI/26/0121,2025-10-15,1,Fully Shipped
SO/BHI/26/0122,2025-10-15,1,Fully Shipped
SO/BHI/26/0123,2025-10-15,1,Fully Shipped
SO/BHI/26/0124,2025-10-15,1,Fully Shipped
SO/BHI/26/0125,2025-10-15,1,Fully Shipped
SO/BHI/26/0126,2025-10-15,1,Fully Shipped
SO/BHI/26/0127,2025-10-15,1,Fully Shipped
SO/BHI/26/0128,2025-10-15,1,Fully Shipped
SO/BHI/26/0129,2025-10-15,1,Fully Shipped
SO/BHI/26/0130,2025-10-15,1,Fully Shipped
SO/BHI/26/0131,2025-10-15,1,Fully Shipped
SO/BHI/26/0132,2025-10-16,1,Fully Shipped
SO/BHI/26/0133,2025-10-16,1,Fully Shipped
SO/BHI/26/0134,2025-10-17,0,Not Shipped
SO/BHI/26/0135,2025-10-17,0,Not Shipped
SO/BHI/26/0136,2025-10-17,1,Fully Shipped
SO/BHI/26/0137,2025-10-17,1,Fully Shipped
SO/BHI/26/0140,2025-10-18,1,Fully Shipped
SO/BHI/26/0141,2025-10-18,0,Not Shipped
SO/BHI/26/0142,2025-10-18,1,Fully Shipped
SO/BHI/26/0143,2025-10-18,1,Fully Shipped
SO/BHI/26/0144,2025-10-18,1,Fully Shipped
SO/BHI/26/0145,2025-10-18,1,Fully Shipped
SO/BHI/26/0146,2025-10-18,0,Not Shipped
SO/BHI/26/0147,2025-10-27,1,Fully Shipped
SO/BHI/26/0148,2025-10-27,1,Fully Shipped
SO/BHI/26/0149,2025-10-27,1,Fully Shipped
SO/BHI/26/0150,2025-10-27,1,Fully Shipped
SO/BHI/26/0151,2025-10-27,0,Not Shipped
SO/BHI/26/0152,2025-10-27,1,Fully Shipped
SO/BHI/26/0154,2025-10-28,1,Fully Shipped
SO/BHI/26/0156,2025-10-28,1,Fully Shipped
SO/BHI/26/0157,2025-10-28,0,Not Shipped
SO/BHI/26/0158,2025-10-28,1,Fully Shipped
SO/BHI/26/0159,2025-10-28,0,Not Shipped
SO/BHI/26/0160,2025-10-28,1,Fully Shipped
